Summary:
  Temperature Count: 5907
  Humidity Count: 5907
Alerts:
  [high_temp_or_humidity]
Date: 2024-10-30, Temp: 31, Humidity: 81, Light: 160, Time: 14:21:32, Recorded By: Sensor4
Date: 2024-03-24, Temp: 33, Humidity: 90, Light: 142, Time: 13:39:31, Recorded By: Sensor2
Date: 2024-05-25, Temp: 40, Humidity: 83, Light: 151, Time: 11:22:50, Recorded By: Sensor2
Date: 2024-01-22, Temp: 39, Humidity: 84, Light: 36, Time: 03:32:57, Recorded By: Sensor3
Date: 2024-11-04, Temp: 32, Humidity: 74, Light: 296, Time: 12:31:39, Recorded By: Sensor3
Date: 2024-11-02, Temp: 34, Humidity: 83, Light: 141, Time: 19:22:16, Recorded By: Sensor1
Date: 2024-05-23, Temp: 36, Humidity: 72, Light: 36, Time: 20:32:08, Recorded By: Sensor1
Date: 2024-06-25, Temp: 32, Humidity: 85, Light: 228, Time: 21:08:41, Recorded By: Sensor2
Date: 2024-03-07, Temp: 31, Humidity: 81, Light: 234, Time: 04:06:44, Recorded By: Sensor1
Date: 2024-10-13, Temp: 33, Humidity: 70, Light: 182, Time: 07:54:04, Recorded By: Sensor3
Date: 2024-07-17, Temp: 40, Humidity: 99, Light: 133, Time: 20:21:07, Recorded By: Sensor4
Date: 2024-09-22, Temp: 37, Humidity: 71, Light: 154, Time: 08:43:07, Recorded By: Sensor1
Date: 2024-07-18, Temp: 30, Humidity: 99, Light: 141, Time: 18:18:15, Recorded By: Sensor3
Date: 2024-10-10, Temp: 30, Humidity: 81, Light: 192, Time: 09:31:31, Recorded By: Sensor1
Date: 2024-12-11, Temp: 36, Humidity: 84, Light: 148, Time: 07:20:43, Recorded By: Sensor3
Date: 2024-04-10, Temp: 35, Humidity: 87, Light: 81, Time: 07:19:16, Recorded By: Sensor2
Date: 2024-03-25, Temp: 33, Humidity: 91, Light: 290, Time: 03:51:41, Recorded By: Sensor1
Date: 2024-07-08, Temp: 39, Humidity: 86, Light: 243, Time: 17:41:20, Recorded By: Sensor3
Date: 2024-04-10, Temp: 39, Humidity: 85, Light: 162, Time: 19:13:45, Recorded By: Sensor1
Date: 2024-02-02, Temp: 40, Humidity: 98, Light: 89, Time: 03:37:22, Recorded By: Sensor3
Date: 2024-06-25, Temp: 34, Humidity: 98, Light: 224, Time: 16:32:56, Recorded By: Sensor4
Date: 2024-12-18, Temp: 33, Humidity: 83, Light: 35, Time: 02:05:45, Recorded By: Sensor2
Date: 2024-10-01, Temp: 37, Humidity: 97, Light: 181, Time: 19:01:30, Recorded By: Sensor2
Date: 2024-02-27, Temp: 33, Humidity: 84, Light: 175, Time: 03:32:57, Recorded By: Sensor2
Date: 2024-02-08, Temp: 37, Humidity: 72, Light: 174, Time: 09:43:06, Recorded By: Sensor3
Date: 2024-01-11, Temp: 32, Humidity: 85, Light: 66, Time: 18:59:47, Recorded By: Sensor2
Date: 2024-07-17, Temp: 37, Humidity: 95, Light: 174, Time: 07:23:50, Recorded By: Sensor3
Date: 2024-08-27, Temp: 40, Humidity: 98, Light: 287, Time: 12:14:27, Recorded By: Sensor3
Date: 2024-08-05, Temp: 32, Humidity: 99, Light: 109, Time: 15:36:54, Recorded By: Sensor4
Date: 2024-03-16, Temp: 33, Humidity: 73, Light: 36, Time: 18:56:18, Recorded By: Sensor4
Date: 2024-05-12, Temp: 31, Humidity: 100, Light: 177, Time: 09:55:20, Recorded By: Sensor2
Date: 2024-10-26, Temp: 33, Humidity: 84, Light: 265, Time: 15:59:54, Recorded By: Sensor4
Date: 2024-09-22, Temp: 39, Humidity: 81, Light: 41, Time: 14:58:21, Recorded By: Sensor2
Date: 2024-02-04, Temp: 36, Humidity: 99, Light: 287, Time: 18:49:39, Recorded By: Sensor2
Date: 2024-08-24, Temp: 31, Humidity: 80, Light: 294, Time: 11:15:59, Recorded By: Sensor4
Date: 2024-09-12, Temp: 31, Humidity: 82, Light: 57, Time: 05:10:11, Recorded By: Sensor3
Date: 2024-11-08, Temp: 38, Humidity: 70, Light: 123, Time: 03:01:44, Recorded By: Sensor1
Date: 2024-09-08, Temp: 40, Humidity: 72, Light: 273, Time: 17:56:35, Recorded By: Sensor2
Date: 2024-01-12, Temp: 35, Humidity: 90, Light: 56, Time: 11:41:13, Recorded By: Sensor3
Date: 2024-02-03, Temp: 36, Humidity: 77, Light: 61, Time: 04:04:25, Recorded By: Sensor3
Date: 2024-06-30, Temp: 40, Humidity: 93, Light: 34, Time: 17:24:45, Recorded By: Sensor2
Date: 2024-03-19, Temp: 37, Humidity: 84, Light: 223, Time: 07:06:03, Recorded By: Sensor1
Date: 2024-08-23, Temp: 40, Humidity: 81, Light: 91, Time: 10:41:23, Recorded By: Sensor2
Date: 2024-02-13, Temp: 37, Humidity: 80, Light: 176, Time: 11:41:13, Recorded By: Sensor1
Date: 2024-02-24, Temp: 35, Humidity: 87, Light: 176, Time: 23:15:08, Recorded By: Sensor2
Date: 2024-07-06, Temp: 34, Humidity: 71, Light: 56, Time: 22:06:49, Recorded By: Sensor1
Date: 2024-09-10, Temp: 38, Humidity: 78, Light: 62, Time: 04:32:58, Recorded By: Sensor1
Date: 2024-09-27, Temp: 40, Humidity: 72, Light: 33, Time: 20:23:07, Recorded By: Sensor2
Date: 2024-04-08, Temp: 39, Humidity: 82, Light: 224, Time: 08:08:42, Recorded By: Sensor4
Date: 2024-04-12, Temp: 32, Humidity: 75, Light: 224, Time: 04:44:34, Recorded By: Sensor2
Date: 2024-11-09, Temp: 35, Humidity: 86, Light: 280, Time: 02:42:23, Recorded By: Sensor3
Date: 2024-03-30, Temp: 39, Humidity: 87, Light: 79, Time: 17:22:37, Recorded By: Sensor2
Date: 2024-12-10, Temp: 32, Humidity: 74, Light: 57, Time: 09:14:16, Recorded By: Sensor3
Date: 2024-10-26, Temp: 36, Humidity: 84, Light: 70, Time: 22:18:42, Recorded By: Sensor4
Date: 2024-06-03, Temp: 33, Humidity: 94, Light: 163, Time: 13:53:05, Recorded By: Sensor4
Date: 2024-08-08, Temp: 34, Humidity: 89, Light: 208, Time: 12:01:32, Recorded By: Sensor2
Date: 2024-02-11, Temp: 36, Humidity: 98, Light: 274, Time: 20:38:20, Recorded By: Sensor1
Date: 2024-11-11, Temp: 40, Humidity: 81, Light: 169, Time: 08:41:42, Recorded By: Sensor1
Date: 2024-07-18, Temp: 34, Humidity: 89, Light: 177, Time: 06:25:45, Recorded By: Sensor4
Date: 2024-12-17, Temp: 35, Humidity: 71, Light: 46, Time: 13:44:34, Recorded By: Sensor3
Date: 2024-03-17, Temp: 40, Humidity: 87, Light: 143, Time: 22:57:09, Recorded By: Sensor2
Date: 2024-07-21, Temp: 37, Humidity: 71, Light: 117, Time: 20:23:11, Recorded By: Sensor2
Date: 2024-10-07, Temp: 30, Humidity: 72, Light: 98, Time: 14:54:01, Recorded By: Sensor4
Date: 2024-04-10, Temp: 32, Humidity: 77, Light: 39, Time: 03:12:14, Recorded By: Sensor4
Date: 2024-07-25, Temp: 34, Humidity: 100, Light: 66, Time: 18:46:52, Recorded By: Sensor3
Date: 2024-11-04, Temp: 35, Humidity: 77, Light: 171, Time: 04:44:22, Recorded By: Sensor3
Date: 2024-02-05, Temp: 37, Humidity: 91, Light: 62, Time: 18:12:18, Recorded By: Sensor3
Date: 2024-05-05, Temp: 33, Humidity: 95, Light: 60, Time: 02:03:07, Recorded By: Sensor4
Date: 2024-11-09, Temp: 32, Humidity: 91, Light: 153, Time: 17:15:23, Recorded By: Sensor3
Date: 2024-12-25, Temp: 37, Humidity: 96, Light: 142, Time: 03:52:23, Recorded By: Sensor3
Date: 2024-02-07, Temp: 33, Humidity: 72, Light: 253, Time: 04:34:07, Recorded By: Sensor4
Date: 2024-07-23, Temp: 39, Humidity: 74, Light: 105, Time: 03:48:32, Recorded By: Sensor2
Date: 2024-06-23, Temp: 30, Humidity: 80, Light: 280, Time: 18:08:56, Recorded By: Sensor4
Date: 2024-12-13, Temp: 40, Humidity: 71, Light: 245, Time: 11:55:51, Recorded By: Sensor4
Date: 2024-08-09, Temp: 34, Humidity: 83, Light: 248, Time: 15:56:18, Recorded By: Sensor3
Date: 2024-12-15, Temp: 35, Humidity: 78, Light: 138, Time: 03:55:13, Recorded By: Sensor1
Date: 2024-12-24, Temp: 31, Humidity: 78, Light: 235, Time: 14:46:25, Recorded By: Sensor2
Date: 2024-01-24, Temp: 37, Humidity: 92, Light: 106, Time: 18:19:26, Recorded By: Sensor1
Date: 2024-05-31, Temp: 35, Humidity: 82, Light: 294, Time: 01:47:29, Recorded By: Sensor3
Date: 2024-06-23, Temp: 33, Humidity: 85, Light: 197, Time: 10:25:11, Recorded By: Sensor2
Date: 2024-01-20, Temp: 37, Humidity: 95, Light: 57, Time: 19:43:01, Recorded By: Sensor3
Date: 2024-02-05, Temp: 36, Humidity: 73, Light: 180, Time: 07:42:39, Recorded By: Sensor2
Date: 2024-02-01, Temp: 39, Humidity: 73, Light: 99, Time: 13:15:52, Recorded By: Sensor4
Date: 2024-04-15, Temp: 33, Humidity: 78, Light: 42, Time: 23:44:11, Recorded By: Sensor2
Date: 2024-02-26, Temp: 32, Humidity: 86, Light: 85, Time: 20:14:29, Recorded By: Sensor2
Date: 2024-07-10, Temp: 39, Humidity: 88, Light: 195, Time: 07:34:17, Recorded By: Sensor2
Date: 2024-02-11, Temp: 32, Humidity: 76, Light: 111, Time: 09:49:25, Recorded By: Sensor1
Date: 2024-10-31, Temp: 36, Humidity: 99, Light: 135, Time: 10:14:30, Recorded By: Sensor3
Date: 2024-05-16, Temp: 36, Humidity: 91, Light: 98, Time: 13:37:33, Recorded By: Sensor1
Date: 2024-04-26, Temp: 40, Humidity: 71, Light: 240, Time: 12:39:53, Recorded By: Sensor4
Date: 2024-04-03, Temp: 33, Humidity: 88, Light: 238, Time: 06:24:59, Recorded By: Sensor1
Date: 2024-11-22, Temp: 30, Humidity: 75, Light: 94, Time: 02:48:55, Recorded By: Sensor2
Date: 2024-02-02, Temp: 37, Humidity: 70, Light: 214, Time: 02:06:25, Recorded By: Sensor3
Date: 2024-03-04, Temp: 32, Humidity: 95, Light: 190, Time: 19:19:52, Recorded By: Sensor2
Date: 2024-05-10, Temp: 35, Humidity: 94, Light: 90, Time: 09:35:24, Recorded By: Sensor1
Date: 2024-04-15, Temp: 39, Humidity: 80, Light: 271, Time: 17:54:58, Recorded By: Sensor4
Date: 2024-02-02, Temp: 30, Humidity: 80, Light: 40, Time: 12:06:24, Recorded By: Sensor2
Date: 2024-02-19, Temp: 33, Humidity: 83, Light: 190, Time: 19:27:30, Recorded By: Sensor3
Date: 2024-10-29, Temp: 37, Humidity: 83, Light: 82, Time: 02:54:45, Recorded By: Sensor1
Date: 2024-03-16, Temp: 37, Humidity: 72, Light: 185, Time: 09:10:26, Recorded By: Sensor3
Date: 2024-01-08, Temp: 35, Humidity: 100, Light: 146, Time: 16:05:05, Recorded By: Sensor2
Date: 2024-08-04, Temp: 33, Humidity: 92, Light: 273, Time: 10:30:39, Recorded By: Sensor4
Date: 2024-08-26, Temp: 33, Humidity: 77, Light: 122, Time: 07:22:23, Recorded By: Sensor1
Date: 2024-11-03, Temp: 33, Humidity: 76, Light: 179, Time: 02:03:06, Recorded By: Sensor4
Date: 2024-05-24, Temp: 37, Humidity: 95, Light: 238, Time: 09:49:54, Recorded By: Sensor4
Date: 2024-04-23, Temp: 40, Humidity: 85, Light: 166, Time: 12:18:04, Recorded By: Sensor3
Date: 2024-08-24, Temp: 35, Humidity: 93, Light: 191, Time: 16:19:13, Recorded By: Sensor2
Date: 2024-09-17, Temp: 30, Humidity: 86, Light: 274, Time: 11:21:12, Recorded By: Sensor2
Date: 2024-01-10, Temp: 40, Humidity: 73, Light: 252, Time: 20:21:07, Recorded By: Sensor2
Date: 2024-04-07, Temp: 30, Humidity: 100, Light: 256, Time: 02:55:08, Recorded By: Sensor4
Date: 2024-09-01, Temp: 35, Humidity: 93, Light: 151, Time: 11:59:37, Recorded By: Sensor2
Date: 2024-04-29, Temp: 36, Humidity: 70, Light: 238, Time: 03:40:12, Recorded By: Sensor4
Date: 2024-03-27, Temp: 34, Humidity: 80, Light: 260, Time: 14:34:29, Recorded By: Sensor2
Date: 2024-08-30, Temp: 36, Humidity: 89, Light: 34, Time: 10:13:12, Recorded By: Sensor4
Date: 2024-07-23, Temp: 35, Humidity: 96, Light: 148, Time: 09:51:17, Recorded By: Sensor4
Date: 2024-09-01, Temp: 34, Humidity: 89, Light: 262, Time: 03:35:19, Recorded By: Sensor1
Date: 2024-01-14, Temp: 37, Humidity: 70, Light: 124, Time: 04:37:32, Recorded By: Sensor3
Date: 2024-12-04, Temp: 37, Humidity: 71, Light: 187, Time: 11:08:15, Recorded By: Sensor2
Date: 2024-09-29, Temp: 31, Humidity: 92, Light: 88, Time: 20:46:20, Recorded By: Sensor2
Date: 2024-07-11, Temp: 35, Humidity: 79, Light: 222, Time: 13:09:28, Recorded By: Sensor2
Date: 2024-04-17, Temp: 30, Humidity: 98, Light: 217, Time: 20:39:01, Recorded By: Sensor4
Date: 2024-09-18, Temp: 32, Humidity: 91, Light: 96, Time: 05:17:24, Recorded By: Sensor1
Date: 2024-01-25, Temp: 33, Humidity: 74, Light: 145, Time: 14:48:57, Recorded By: Sensor3
Date: 2024-04-13, Temp: 36, Humidity: 86, Light: 262, Time: 08:02:11, Recorded By: Sensor3
Date: 2024-01-04, Temp: 39, Humidity: 97, Light: 255, Time: 18:11:47, Recorded By: Sensor4
Date: 2024-06-20, Temp: 34, Humidity: 77, Light: 35, Time: 18:18:33, Recorded By: Sensor3
Date: 2024-07-11, Temp: 39, Humidity: 99, Light: 272, Time: 01:44:01, Recorded By: Sensor4
Date: 2024-12-22, Temp: 33, Humidity: 75, Light: 104, Time: 08:45:11, Recorded By: Sensor2
Date: 2024-03-27, Temp: 40, Humidity: 95, Light: 287, Time: 03:45:36, Recorded By: Sensor2
Date: 2024-08-15, Temp: 30, Humidity: 83, Light: 277, Time: 16:04:46, Recorded By: Sensor2
Date: 2024-10-07, Temp: 40, Humidity: 84, Light: 55, Time: 01:12:04, Recorded By: Sensor1
Date: 2024-05-24, Temp: 37, Humidity: 74, Light: 292, Time: 05:25:10, Recorded By: Sensor2
Date: 2024-08-15, Temp: 35, Humidity: 88, Light: 199, Time: 19:30:08, Recorded By: Sensor4
Date: 2024-01-14, Temp: 30, Humidity: 95, Light: 58, Time: 23:30:32, Recorded By: Sensor3
Date: 2024-02-24, Temp: 36, Humidity: 94, Light: 41, Time: 08:22:48, Recorded By: Sensor4
Date: 2024-02-13, Temp: 30, Humidity: 99, Light: 215, Time: 08:49:52, Recorded By: Sensor3
Date: 2024-10-01, Temp: 33, Humidity: 80, Light: 274, Time: 20:34:52, Recorded By: Sensor1
Date: 2024-12-03, Temp: 39, Humidity: 90, Light: 111, Time: 15:29:47, Recorded By: Sensor1
Date: 2024-10-22, Temp: 33, Humidity: 100, Light: 45, Time: 02:15:33, Recorded By: Sensor1
Date: 2024-01-04, Temp: 35, Humidity: 94, Light: 158, Time: 07:32:36, Recorded By: Sensor4
Date: 2024-12-30, Temp: 37, Humidity: 91, Light: 25, Time: 12:59:55, Recorded By: Sensor4
Date: 2024-12-27, Temp: 39, Humidity: 71, Light: 25, Time: 21:44:51, Recorded By: Sensor3
Date: 2024-08-28, Temp: 34, Humidity: 72, Light: 285, Time: 20:09:18, Recorded By: Sensor3
Date: 2024-07-14, Temp: 32, Humidity: 75, Light: 120, Time: 04:24:02, Recorded By: Sensor4
Date: 2024-02-25, Temp: 37, Humidity: 94, Light: 203, Time: 14:06:46, Recorded By: Sensor3
Date: 2024-11-26, Temp: 36, Humidity: 85, Light: 163, Time: 15:27:55, Recorded By: Sensor3
Date: 2024-11-07, Temp: 34, Humidity: 75, Light: 286, Time: 10:18:33, Recorded By: Sensor4
Date: 2024-09-15, Temp: 32, Humidity: 83, Light: 106, Time: 10:20:35, Recorded By: Sensor1
Date: 2024-10-16, Temp: 34, Humidity: 78, Light: 45, Time: 08:17:30, Recorded By: Sensor1
Date: 2024-01-03, Temp: 31, Humidity: 70, Light: 47, Time: 22:28:08, Recorded By: Sensor3
Date: 2024-01-24, Temp: 33, Humidity: 92, Light: 161, Time: 19:50:41, Recorded By: Sensor3
Date: 2024-03-23, Temp: 35, Humidity: 99, Light: 146, Time: 05:18:28, Recorded By: Sensor3
Date: 2024-07-24, Temp: 40, Humidity: 98, Light: 128, Time: 13:09:29, Recorded By: Sensor4
Date: 2024-09-20, Temp: 38, Humidity: 91, Light: 92, Time: 11:13:28, Recorded By: Sensor3
Date: 2024-10-05, Temp: 39, Humidity: 72, Light: 278, Time: 19:09:39, Recorded By: Sensor2
Date: 2024-11-06, Temp: 35, Humidity: 91, Light: 35, Time: 05:13:17, Recorded By: Sensor3
Date: 2024-11-19, Temp: 36, Humidity: 100, Light: 152, Time: 03:38:39, Recorded By: Sensor2
Date: 2024-01-06, Temp: 36, Humidity: 82, Light: 221, Time: 13:40:19, Recorded By: Sensor1
Date: 2024-08-15, Temp: 37, Humidity: 82, Light: 215, Time: 21:21:59, Recorded By: Sensor1
Date: 2024-06-06, Temp: 40, Humidity: 82, Light: 118, Time: 01:41:46, Recorded By: Sensor3
Date: 2024-02-08, Temp: 40, Humidity: 87, Light: 154, Time: 17:43:30, Recorded By: Sensor4
Date: 2024-05-01, Temp: 35, Humidity: 87, Light: 89, Time: 11:30:30, Recorded By: Sensor2
Date: 2024-03-24, Temp: 39, Humidity: 100, Light: 116, Time: 16:58:53, Recorded By: Sensor1
Date: 2024-10-22, Temp: 35, Humidity: 90, Light: 208, Time: 16:16:40, Recorded By: Sensor4
Date: 2024-05-04, Temp: 33, Humidity: 77, Light: 100, Time: 21:55:51, Recorded By: Sensor2
Date: 2024-07-23, Temp: 30, Humidity: 89, Light: 40, Time: 19:50:38, Recorded By: Sensor1
Date: 2024-08-30, Temp: 37, Humidity: 77, Light: 191, Time: 20:01:28, Recorded By: Sensor4
Date: 2024-02-19, Temp: 33, Humidity: 80, Light: 291, Time: 08:42:33, Recorded By: Sensor2
Date: 2024-03-19, Temp: 37, Humidity: 79, Light: 63, Time: 01:25:46, Recorded By: Sensor1
Date: 2024-09-17, Temp: 36, Humidity: 90, Light: 220, Time: 21:40:49, Recorded By: Sensor1
Date: 2024-05-27, Temp: 36, Humidity: 82, Light: 198, Time: 05:11:54, Recorded By: Sensor4
Date: 2024-05-30, Temp: 32, Humidity: 96, Light: 90, Time: 04:43:27, Recorded By: Sensor4
Date: 2024-09-02, Temp: 30, Humidity: 77, Light: 119, Time: 18:04:18, Recorded By: Sensor1
Date: 2024-05-27, Temp: 37, Humidity: 88, Light: 195, Time: 23:53:26, Recorded By: Sensor3
Date: 2024-02-15, Temp: 30, Humidity: 79, Light: 151, Time: 07:21:11, Recorded By: Sensor1
Date: 2024-04-28, Temp: 38, Humidity: 80, Light: 172, Time: 20:08:07, Recorded By: Sensor1
Date: 2024-12-21, Temp: 36, Humidity: 89, Light: 271, Time: 13:09:37, Recorded By: Sensor1
Date: 2024-09-21, Temp: 33, Humidity: 76, Light: 182, Time: 10:59:17, Recorded By: Sensor4
Date: 2024-07-13, Temp: 30, Humidity: 78, Light: 251, Time: 07:50:14, Recorded By: Sensor2
Date: 2024-11-06, Temp: 31, Humidity: 83, Light: 229, Time: 02:05:08, Recorded By: Sensor3
Date: 2024-11-06, Temp: 38, Humidity: 91, Light: 27, Time: 05:33:34, Recorded By: Sensor4
Date: 2024-10-03, Temp: 38, Humidity: 98, Light: 224, Time: 08:32:49, Recorded By: Sensor1
Date: 2024-06-03, Temp: 40, Humidity: 97, Light: 158, Time: 12:02:22, Recorded By: Sensor2
Date: 2024-05-13, Temp: 37, Humidity: 73, Light: 163, Time: 12:55:09, Recorded By: Sensor1
Date: 2024-12-29, Temp: 34, Humidity: 72, Light: 175, Time: 23:21:49, Recorded By: Sensor1
Date: 2024-04-25, Temp: 38, Humidity: 95, Light: 287, Time: 06:11:48, Recorded By: Sensor2
Date: 2024-01-16, Temp: 33, Humidity: 74, Light: 210, Time: 11:32:12, Recorded By: Sensor3
Date: 2024-05-29, Temp: 37, Humidity: 86, Light: 106, Time: 15:23:41, Recorded By: Sensor3
Date: 2024-08-30, Temp: 39, Humidity: 91, Light: 259, Time: 05:26:48, Recorded By: Sensor4
Date: 2024-09-27, Temp: 32, Humidity: 95, Light: 125, Time: 18:34:25, Recorded By: Sensor3
Date: 2024-09-26, Temp: 38, Humidity: 81, Light: 98, Time: 10:44:21, Recorded By: Sensor4
Date: 2024-12-20, Temp: 30, Humidity: 93, Light: 40, Time: 14:46:27, Recorded By: Sensor4
Date: 2024-09-24, Temp: 34, Humidity: 87, Light: 212, Time: 04:23:17, Recorded By: Sensor4
Date: 2024-07-21, Temp: 31, Humidity: 77, Light: 293, Time: 20:24:01, Recorded By: Sensor3
Date: 2024-11-10, Temp: 37, Humidity: 96, Light: 42, Time: 10:35:16, Recorded By: Sensor2
Date: 2024-04-18, Temp: 35, Humidity: 75, Light: 287, Time: 19:08:44, Recorded By: Sensor3
Date: 2024-05-15, Temp: 36, Humidity: 98, Light: 245, Time: 16:38:41, Recorded By: Sensor4
Date: 2024-06-22, Temp: 31, Humidity: 93, Light: 133, Time: 10:40:59, Recorded By: Sensor3
Date: 2024-04-19, Temp: 37, Humidity: 77, Light: 151, Time: 04:23:02, Recorded By: Sensor1
Date: 2024-09-12, Temp: 30, Humidity: 70, Light: 129, Time: 08:23:24, Recorded By: Sensor3
Date: 2024-06-22, Temp: 35, Humidity: 95, Light: 278, Time: 02:45:49, Recorded By: Sensor1
Date: 2024-05-03, Temp: 34, Humidity: 86, Light: 268, Time: 02:11:02, Recorded By: Sensor2
Date: 2024-06-07, Temp: 37, Humidity: 91, Light: 275, Time: 05:49:54, Recorded By: Sensor1
Date: 2024-06-11, Temp: 35, Humidity: 84, Light: 76, Time: 06:40:16, Recorded By: Sensor2
Date: 2024-05-22, Temp: 37, Humidity: 82, Light: 130, Time: 18:30:02, Recorded By: Sensor3
Date: 2024-08-24, Temp: 35, Humidity: 86, Light: 190, Time: 11:56:38, Recorded By: Sensor3
Date: 2024-01-04, Temp: 32, Humidity: 84, Light: 143, Time: 22:29:41, Recorded By: Sensor2
Date: 2024-02-06, Temp: 40, Humidity: 87, Light: 52, Time: 02:05:01, Recorded By: Sensor2
Date: 2024-09-07, Temp: 30, Humidity: 88, Light: 164, Time: 15:47:33, Recorded By: Sensor1
Date: 2024-01-10, Temp: 40, Humidity: 95, Light: 141, Time: 07:13:14, Recorded By: Sensor4
Date: 2024-01-25, Temp: 31, Humidity: 88, Light: 260, Time: 02:34:18, Recorded By: Sensor1
Date: 2024-05-10, Temp: 31, Humidity: 93, Light: 60, Time: 10:52:50, Recorded By: Sensor3
Date: 2024-11-21, Temp: 40, Humidity: 78, Light: 93, Time: 10:49:02, Recorded By: Sensor3
Date: 2024-01-09, Temp: 36, Humidity: 96, Light: 142, Time: 09:18:18, Recorded By: Sensor1
Date: 2024-06-05, Temp: 32, Humidity: 93, Light: 217, Time: 04:56:52, Recorded By: Sensor4
Date: 2024-04-05, Temp: 34, Humidity: 93, Light: 149, Time: 02:16:43, Recorded By: Sensor1
Date: 2024-12-12, Temp: 36, Humidity: 71, Light: 86, Time: 07:38:13, Recorded By: Sensor2
Date: 2024-02-09, Temp: 37, Humidity: 93, Light: 152, Time: 08:27:41, Recorded By: Sensor4
Date: 2024-08-29, Temp: 31, Humidity: 84, Light: 263, Time: 02:23:35, Recorded By: Sensor2
Date: 2024-09-11, Temp: 32, Humidity: 87, Light: 110, Time: 02:20:19, Recorded By: Sensor2
Date: 2024-08-23, Temp: 39, Humidity: 93, Light: 97, Time: 05:28:37, Recorded By: Sensor1
Date: 2024-01-04, Temp: 40, Humidity: 93, Light: 199, Time: 03:17:06, Recorded By: Sensor4
Date: 2024-02-23, Temp: 36, Humidity: 90, Light: 244, Time: 03:26:52, Recorded By: Sensor3
Date: 2024-07-30, Temp: 32, Humidity: 93, Light: 160, Time: 17:54:26, Recorded By: Sensor3
Date: 2024-06-11, Temp: 40, Humidity: 97, Light: 136, Time: 21:31:43, Recorded By: Sensor2
Date: 2024-08-18, Temp: 40, Humidity: 87, Light: 156, Time: 01:35:52, Recorded By: Sensor2
Date: 2024-05-01, Temp: 36, Humidity: 77, Light: 57, Time: 05:19:29, Recorded By: Sensor4
Date: 2024-05-18, Temp: 31, Humidity: 98, Light: 34, Time: 16:18:06, Recorded By: Sensor4
Date: 2024-06-15, Temp: 37, Humidity: 84, Light: 91, Time: 15:55:53, Recorded By: Sensor2
Date: 2024-05-17, Temp: 34, Humidity: 90, Light: 161, Time: 19:14:03, Recorded By: Sensor2
Date: 2024-03-16, Temp: 37, Humidity: 92, Light: 294, Time: 02:18:11, Recorded By: Sensor2
Date: 2024-11-28, Temp: 35, Humidity: 71, Light: 247, Time: 03:44:17, Recorded By: Sensor1
Date: 2024-04-13, Temp: 36, Humidity: 76, Light: 79, Time: 01:14:38, Recorded By: Sensor2
Date: 2024-09-28, Temp: 30, Humidity: 77, Light: 155, Time: 23:02:49, Recorded By: Sensor2
Date: 2024-04-06, Temp: 31, Humidity: 85, Light: 239, Time: 20:31:55, Recorded By: Sensor1
Date: 2024-06-27, Temp: 37, Humidity: 70, Light: 162, Time: 23:57:24, Recorded By: Sensor3
Date: 2024-08-06, Temp: 39, Humidity: 90, Light: 241, Time: 11:32:34, Recorded By: Sensor3
Date: 2024-10-27, Temp: 40, Humidity: 71, Light: 194, Time: 01:20:38, Recorded By: Sensor2
Date: 2024-09-10, Temp: 37, Humidity: 74, Light: 53, Time: 04:59:57, Recorded By: Sensor4
Date: 2024-09-15, Temp: 30, Humidity: 94, Light: 289, Time: 16:40:29, Recorded By: Sensor2
Date: 2024-05-20, Temp: 37, Humidity: 92, Light: 296, Time: 19:50:54, Recorded By: Sensor4
